corpus,commit,specification,assay_id,modality,status,generated_efgdl,compiles,compile_error,lane_count,capability_blockers,diagnostic_codes
"pachterlab-seqspec","0771046233fdf93542253c28ecda75054b730080","docs/examples/assays/split_seq.spec.yaml","","RNA",BlockedSeqprocCapability,false,false,"",4,"general_variable_boundary_matching;partial_fixed_prefix_matching;variable_read_window_layout","read_window_spans_regions;undelimited_variable_region;variable_partial_fixed_region"
"pachterlab-seqspec","0771046233fdf93542253c28ecda75054b730080","docs/examples/assays/strt_seq.spec.yaml","","RNA",BlockedSourceInvalid,false,false,"",2,"","primer_not_found"
"pachterlab-seqspec","0771046233fdf93542253c28ecda75054b730080","docs/examples/assays/strt_seq_2i.spec.yaml","","RNA",BlockedSourceInvalid,false,false,"",2,"","primer_not_found"
"pachterlab-seqspec","0771046233fdf93542253c28ecda75054b730080","docs/examples/assays/strt_seq_c1.spec.yaml","","RNA",BlockedSourceInvalid,false,false,"",2,"","primer_not_found"
"pachterlab-seqspec","0771046233fdf93542253c28ecda75054b730080","docs/examples/assays/sugarseq.spec.yaml","SugarSeq","rna",NeedsUserPolicy,false,false,"",0,"","modality_reads_missing"
"pachterlab-seqspec","0771046233fdf93542253c28ecda75054b730080","docs/examples/assays/sugarseq.spec.yaml","SugarSeq","tag",NeedsUserPolicy,false,false,"",0,"","modality_reads_missing"
"pachterlab-seqspec","0771046233fdf93542253c28ecda75054b730080","docs/examples/assays/surecell.spec.yaml","","RNA",BlockedSeqprocCapability,false,false,"",2,"general_variable_boundary_matching;partial_fixed_prefix_matching;variable_read_window_layout","read_window_spans_regions;undelimited_variable_region;variable_partial_fixed_region"
"pachterlab-seqspec","0771046233fdf93542253c28ecda75054b730080","docs/examples/assays/tang2009.spec.yaml","","RNA",BlockedSourceInvalid,false,false,"",2,"","primer_not_found"
"pachterlab-seqspec","0771046233fdf93542253c28ecda75054b730080","docs/examples/assays/template.spec.yaml","","mode",BlockedSourceInvalid,false,false,"",0,"","missing_sequence_spec;modality_reads_missing"
"pachterlab-seqspec","0771046233fdf93542253c28ecda75054b730080","docs/examples/assays/vasa_seq_drop.spec.yaml","","RNA",BlockedSeqprocCapability,false,false,"",2,"general_variable_boundary_matching;variable_read_window_layout","read_window_spans_regions;undelimited_variable_region"
"pachterlab-seqspec","0771046233fdf93542253c28ecda75054b730080","docs/examples/assays/vasa_seq_plate.spec.yaml","","RNA",BlockedSeqprocCapability,false,false,"",2,"general_variable_boundary_matching;partial_fixed_prefix_matching;partial_onlist_window_matching;variable_read_window_layout","read_window_spans_regions;undelimited_variable_region;variable_partial_fixed_region;variable_partial_onlist_region"
