timestamp,benchmark,time_mid_seconds
2025-11-19T14:15:05-05:00,antisequence_10x_trivial/10x_N=1000,0.00098041
2025-11-19T14:15:05-05:00,antisequence_10x_trivial/10x_N=10000,0.010319
2025-11-19T14:15:05-05:00,antisequence_sci_rna_seq3/sci3_N=1000,0.00127
2025-11-19T14:15:05-05:00,antisequence_sci_rna_seq3/sci3_N=10000,0.0099107
2025-11-19T14:15:05-05:00,antisequence_10x_trivial_1M/10x_N=1000000,0.46711
2025-11-19T14:15:05-05:00,antisequence_10x_trivial_10M/10x_N=10000000,4.6353
2025-11-19T14:15:05-05:00,antisequence_sci_rna_seq3_1M/sci3_N=1000000,0.54886
2025-11-19T14:15:05-05:00,antisequence_sci_rna_seq3_10M/sci3_N=10000000,5.4037
