timestamp,benchmark,time_mid_seconds
2025-11-19T14:15:05-05:00,antisequence_10x_trivial/10x_N=1000,0.0010002
2025-11-19T14:15:05-05:00,antisequence_10x_trivial/10x_N=10000,0.0089193
2025-11-19T14:15:05-05:00,antisequence_sci_rna_seq3/sci3_N=1000,0.0013015000000000001
2025-11-19T14:15:05-05:00,antisequence_sci_rna_seq3/sci3_N=10000,0.010177
2025-11-19T14:15:05-05:00,antisequence_10x_trivial_1M/10x_N=1000000,0.46718
2025-11-19T14:15:05-05:00,antisequence_10x_trivial_10M/10x_N=10000000,4.6581
2025-11-19T14:15:05-05:00,antisequence_sci_rna_seq3_1M/sci3_N=1000000,0.54607
2025-11-19T14:15:05-05:00,antisequence_sci_rna_seq3_10M/sci3_N=10000000,5.4262
