timestamp,benchmark,time_mid_seconds,tool,protocol,run_size,threads,runs,command
2025-11-26T14:52:29-05:00,splitcode_sci3_N=10000_T=4,0.02925866599252913,splitcode,sci3,10000,4,3,"/Users/elanfisher/Desktop/fall2025/combine-lab/splitcode/build/src/splitcode -c /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/splitcode_configs/splitcode_sci3.txt --nFastqs=2 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/sci3_N10000_R1.fastq /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/sci3_N10000_R2.fastq -o /dev/null,/dev/null -t 4"
2025-11-26T14:52:30-05:00,seqproc_sci3_N=10000_T=4,0.3261651670036372,seqproc,sci3,10000,4,3,cargo run --release --bin seqproc -- --geom /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/sci3.geom --file1 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/sci3_N10000_R1.fastq --file2 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/sci3_N10000_R2.fastq --threads 4 --out1 /dev/null --out2 /dev/null
2025-11-26T14:52:31-05:00,splitcode_sci3_N=100000_T=4,0.19461900000169408,splitcode,sci3,100000,4,3,"/Users/elanfisher/Desktop/fall2025/combine-lab/splitcode/build/src/splitcode -c /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/splitcode_configs/splitcode_sci3.txt --nFastqs=2 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/sci3_N100000_R1.fastq /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/sci3_N100000_R2.fastq -o /dev/null,/dev/null -t 4"
2025-11-26T14:52:32-05:00,seqproc_sci3_N=100000_T=4,0.3428971660032403,seqproc,sci3,100000,4,3,cargo run --release --bin seqproc -- --geom /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/sci3.geom --file1 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/sci3_N100000_R1.fastq --file2 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/sci3_N100000_R2.fastq --threads 4 --out1 /dev/null --out2 /dev/null
2025-11-26T14:54:42-05:00,seqproc_split_seq_N=10000_T=4,0.3606567079987144,seqproc,split_seq,10000,4,3,cargo run --release --bin seqproc -- --geom /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/split_seq.geom --file1 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/split_seq_N10000_R1.fastq --file2 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/split_seq_N10000_R2.fastq --threads 4 --out1 /dev/null --out2 /dev/null
2025-11-26T14:54:43-05:00,seqproc_split_seq_N=100000_T=4,0.29553100001066923,seqproc,split_seq,100000,4,3,cargo run --release --bin seqproc -- --geom /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/split_seq.geom --file1 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/split_seq_N100000_R1.fastq --file2 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/split_seq_N100000_R2.fastq --threads 4 --out1 /dev/null --out2 /dev/null
2025-11-26T14:55:06-05:00,seqproc_split_seq_N=10000_T=4,0.3010658749990398,seqproc,split_seq,10000,4,3,cargo run --release --bin seqproc -- --geom /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/split_seq.geom --file1 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/split_seq_N10000_R1.fastq --file2 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/split_seq_N10000_R2.fastq --threads 4 --out1 /dev/null --out2 /dev/null
2025-11-26T14:55:08-05:00,seqproc_split_seq_N=100000_T=4,0.3502206660050433,seqproc,split_seq,100000,4,3,cargo run --release --bin seqproc -- --geom /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/split_seq.geom --file1 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/split_seq_N100000_R1.fastq --file2 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/split_seq_N100000_R2.fastq --threads 4 --out1 /dev/null --out2 /dev/null
timestamp,benchmark,time_mid_seconds,tool,protocol,run_size,threads,runs,command
2025-11-26T15:07:55-05:00,seqproc_split_seq_N=10000_T=4,0.2943608339992352,seqproc,split_seq,10000,4,3,cargo run --release --bin seqproc -- --geom /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/split_seq.geom --file1 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/split_seq_N10000_R1.fastq --file2 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/split_seq_N10000_R2.fastq --threads 4 --out1 /dev/null --out2 /dev/null
2025-11-26T15:07:56-05:00,seqproc_split_seq_N=100000_T=4,0.35506312501092907,seqproc,split_seq,100000,4,3,cargo run --release --bin seqproc -- --geom /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/split_seq.geom --file1 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/split_seq_N100000_R1.fastq --file2 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/split_seq_N100000_R2.fastq --threads 4 --out1 /dev/null --out2 /dev/null
