timestamp,benchmark,time_mid_seconds,tool,protocol,run_size,threads,runs,command
2025-11-26T18:30:29-05:00,splitcode_split_seq_v1_N=1000000_T=4,1.676297500001965,splitcode,split_seq_v1,1000000,4,3,"/Users/elanfisher/Desktop/fall2025/combine-lab/splitcode/build/src/splitcode -c /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/splitcode_configs/splitcode_split_seq_v1.txt --nFastqs=2 /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/split_seq_v1_N1000000_R1.fastq /Users/elanfisher/Desktop/fall2025/combine-lab/seqproc/data/bench/split_seq_v1_N1000000_R2.fastq -o /dev/null,/dev/null -t 4"
2025-11-26T20:17:51-05:00,seqproc_split_seq_v1_N=1000000_T=4,0.9199452089960687,seqproc,split_seq_v1,1000000,4,3,cargo run --release --bin seqproc -- --geom split_seq_v1.geom --file1 data/bench/split_seq_v1_N1000000_R1.fastq --file2 data/bench/split_seq_v1_N1000000_R2.fastq --threads 4 --out1 /dev/null --out2 /dev/null
2025-11-26T20:24:28-05:00,seqproc_split_seq_v1_N=1000000_T=4,0.7258975830045529,seqproc,split_seq_v1,1000000,4,3,cargo run --release --bin seqproc -- --geom split_seq_v1.geom --file1 data/bench/split_seq_v1_N1000000_R1.fastq --file2 data/bench/split_seq_v1_N1000000_R2.fastq --threads 4 --out1 /dev/null --out2 /dev/null
